:ID,end,start,type,favorites,level,duration,id,title,summary,:LABEL
105,2022-10-13T12:40Z,2022-10-13T11:50Z,Conference,69,INTERMEDIATE,50,2359,Jakarta EE 10 - Simplicity for Modern and Lighweight Cloud Applications,This session will explore the new features of Jakarta EE 10 in an interactive way. Among the features we will go through are the new reflection-free programming model introduced in CDI 4.0 Lite and the new Java SE Bootstrap API in Jakarta RESTful Web Services 3.1.,Talk
106,2022-10-13T10:40Z,2022-10-13T09:50Z,Conference,58,BEGINNER,50,57403,Java and Rust,,Talk
107,2022-10-11T14:30Z,2022-10-11T13:40Z,Conference,191,INTERMEDIATE,50,20406,Java Collections Puzzlers,,Talk
108,2022-10-12T09:30Z,2022-10-12T08:45Z,Keynote,441,BEGINNER,45,48053,Java *is* agile,,Talk
109,2022-10-13T15:20Z,2022-10-13T14:30Z,Conference,62,INTERMEDIATE,50,10955,Java on CRaC: Superfast JVM Application Startup,"A microservice architecture can be effective at dynamically responding to changes in load, but the warmup time of JIT compilation can be a limitation. CRaC is a new project proposed and accepted into OpenJDK that aims to reduce the startup and warmup times for Java-based services.",Talk
110,2022-10-11T10:30Z,2022-10-11T07:30Z,Deep Dive,143,BEGINNER,180,20159,Java™ 18 & 19. What's new and noteworthy?,"Java is evolving so quickly that new releases are not just version bumps, but might significantly change the rules of the game.",Talk
111,2022-10-13T19:00Z,2022-10-13T18:00Z,BOF,40,ADVANCED,60,20739,Java under the Hood of Elasticsearch,,Talk
112,2022-10-12T12:50Z,2022-10-12T12:00Z,Conference,63,INTERMEDIATE,50,12702,"JOOQ, Joy of SQL",,Talk
113,2022-10-11T10:30Z,2022-10-11T07:30Z,Deep Dive,109,ADVANCED,180,17353,Kafka: a map of traps for the enlightened dev and op," <p><span style=background-color: transparent; color: rgb(0, 0, 0);>In this deep dive, we will explore traps and pitfalls to watch out for when building and running a Kafka application.</span></p>",Talk
114,2022-10-14T09:25Z,2022-10-14T08:35Z,Conference,77,INTERMEDIATE,50,20401,Keep Your Cache Always Fresh with Debezium!,"Learn how to keep read views of your data in distributed caches close to your users, always kept in sync with your primary data stores.",Talk
115,2022-10-13T13:50Z,2022-10-13T13:00Z,Conference,103,BEGINNER,50,20179,Keep your dependencies in check,,Talk
116,2022-10-14T10:30Z,2022-10-14T09:40Z,Conference,114,BEGINNER,50,17984,Learning Through Tinkering,,Talk
117,2022-10-12T14:00Z,2022-10-12T13:10Z,Conference,84,INTERMEDIATE,50,13704,Let's build together a microfrontends application combining multiple frameworks using Module Federation,"In this live coding demo, we will use the Module Federation plugin from Webpack 5 to assemble a Micro-Frontend application using Angular, AngularJS, VueJS and React. This will allow us to cut, version, patch and deploy our application by pieces, reducing its overall complexity.",Talk
118,2022-10-13T10:40Z,2022-10-13T09:50Z,Conference,16,INTERMEDIATE,50,17969,Let’s Go Triple Active with Three Clouds and Cilium,,Talk
119,2022-10-10T15:20Z,2022-10-10T14:50Z,Tools-in-Action,97,INTERMEDIATE,30,12703,Let's kustomize our manifests with style 🤩!,,Talk
120,2022-10-12T14:00Z,2022-10-12T13:10Z,Conference,153,INTERMEDIATE,50,5318,Let's make a contract: the art of designing a Java API,,Talk
121,2022-10-14T10:30Z,2022-10-14T09:40Z,Conference,18,INTERMEDIATE,50,11657,"LITTIL step for man, big step for mankind",,Talk
122,2022-10-13T12:40Z,2022-10-13T11:50Z,Conference,94,BEGINNER,50,18770,Load Testing Crash Course with Gatling,,Talk
123,2022-10-10T10:30Z,2022-10-10T07:30Z,Deep Dive,345,INTERMEDIATE,180,16751,Loom is Blooming,Loom is a new Java platform threading library that brings performance improvements and new concurrency patterns.,Talk
124,2022-10-10T16:05Z,2022-10-10T15:35Z,Tools-in-Action,253,BEGINNER,30,16776,Major migrations made easy,,Talk
125,2022-10-13T08:20Z,2022-10-13T07:30Z,Conference,20,BEGINNER,50,60704,"Make your workflow to your Wallet: resilient, cost-saving, and simple cloud architectures",,Talk
126,2022-10-13T12:40Z,2022-10-13T11:50Z,Conference,137,BEGINNER,50,8901,Mastering Testcontainers,,Talk
127,2022-10-13T11:35Z,2022-10-13T11:20Z,Quickie,39,INTERMEDIATE,15,1902,Math Behind Software,,Talk
138,2022-10-10T16:50Z,2022-10-10T16:20Z,Tools-in-Action,248,BEGINNER,30,16755,"Maven, my life is short!","Attaching a performance profiler to your Maven build can help identify potential bottlenecks and mitigation strategies. This talk will guide you through some of those, such as skipping Maven Mojos, using mvnd, a.k.a. Maven Daemon, vertical scaling (a machine with more CPUs and RAM) and incremental builds with GitFlow. All tricks will be presented along with relevant numbers and we will discuss not only time gains but also costs and trade-",Talk
139,2022-10-13T11:10Z,2022-10-13T10:55Z,Quickie,23,INTERMEDIATE,15,17461,Melrōse - a language and runtime to program music,,Talk
140,2022-10-13T16:30Z,2022-10-13T15:40Z,Conference,82,INTERMEDIATE,50,3955,Modern frontends with Thymeleaf and htmx,"Frontend development is getting more and more complex when using JavaScript frameworks like Angular or React. On top of that, the landscape is also rapidly changing. Developers claim that this is needed to build the highly interactive web experiences we all come to know and like. However, that is not true. This talk will show how you can use the productive combination of Java 17, Spring Boot, Thymeleaf, and the htmx JavaScript library to build such experiences without writing JavaScript. ",Talk
141,2022-10-12T12:50Z,2022-10-12T12:00Z,Conference,118,INTERMEDIATE,50,19433,Monitoring Latencies: How fast is your REST service?,,Talk
142,2022-10-13T15:20Z,2022-10-13T14:30Z,Conference,44,INTERMEDIATE,50,47155, “Multi-Player” Enterprise Applications: Why and How to Build a Collaborative UX,,Talk
143,2022-10-12T15:30Z,2022-10-12T14:40Z,Conference,115,INTERMEDIATE,50,18759, Mutation Testing: Did my test break my code ? 🤔,,Talk
144,2022-10-12T11:20Z,2022-10-12T11:05Z,Quickie,88,INTERMEDIATE,15,18794,"NewSQL, the holy grail of databases?",,Talk
145,2022-10-10T16:50Z,2022-10-10T16:20Z,Tools-in-Action,137,BEGINNER,30,13702,No more John Doe: realistic mock data with mockaroo,"Mockaroo is a tool that can be used to generate realistic data. It can be used for a variety of purposes, such as IT (domain names, IP addresses, email), commerce (currencies, IBAN), and miscellaneous (colors, animals, currencies). It has an intuitive UI, and can be saved in common formats. In this session, I'll cover why realistic data is useful, and how to create a realistic dataset with mockaroo. ",Talk
146,2022-10-13T13:50Z,2022-10-13T13:00Z,Conference,87,INTERMEDIATE,50,20741,No more Xmx! - Adaptable Heap Sizing for Containerized Java Applications,,Talk
147,2022-10-13T16:30Z,2022-10-13T15:40Z,Conference,32,BEGINNER,50,57407,Nothing less than Sustainable Pace,,Talk
148,2022-10-14T08:20Z,2022-10-14T07:30Z,Conference,268,BEGINNER,50,2352,OAUTH 2.1 explained simply (even if you are not a developer) !,,Talk
149,2022-10-12T15:30Z,2022-10-12T14:40Z,Conference,61,INTERMEDIATE,50,9451,Ode to the mighty Bit,,Talk
150,2022-10-10T16:50Z,2022-10-10T16:20Z,Tools-in-Action,140,BEGINNER,30,6906,OpenTelemetry – An Observability Framework for Cloud-Native Software,"In cloud-native technology stacks, distributed and polyglot architectures are the norm. Distributed architectures introduce a variety of operational challenges including how to solve availability and performance issues quickly. These challenges have led to the rise of observability. Telemetry data is needed to power observability products. Traditionally, telemetry data has been provided by either open-source projects or commercial vendors. ",Talk
151,2022-10-11T14:30Z,2022-10-11T13:40Z,Conference,49,BEGINNER,50,10001,Optimizing Speed and Scale of Real-Time Analytics Using Apache Pulsar and Apache Pinot,"Apache Pulsar is a new generation of platform that offers enterprise-grade event streaming and processing capabilities built for today's Cloud Native environment. But what do you do if you want to perform user-facing, ad-hoc, real-time analytics too? That's where Apache Pinot comes in. Apache Pinot is a realtime distributed OLAP datastore, which is used to deliver scalable real time analytics with low latency.",Talk
152,2022-10-14T10:30Z,2022-10-14T09:40Z,Conference,159,INTERMEDIATE,50,47151,"ORM, 20 years later",,Talk
153,2022-10-11T13:25Z,2022-10-11T12:35Z,Conference,73,BEGINNER,50,16775,Overcoming CVE Shock - Adding Perspective in Vulnerability Scanning,This talk will focus on reducing the noise and only focusing on CVEs that are relevant to your application.,Talk
154,2022-10-12T19:00Z,2022-10-12T18:00Z,BOF,30,INTERMEDIATE,60,19434,Panel: Exploring Sustainability in Tech Without the Guilt-Trips,"Innovation can be used to become more sustainable, but it’s not easy. This talk is intended as a source of inspiration, and we want to hear your thoughts on how to use innovation to become more sustainable.",Talk
155,2022-10-12T12:50Z,2022-10-12T12:00Z,Conference,112,INTERMEDIATE,50,19423,Performance Testing Java Applications,"In this session, we will review the basics and give you concrete steps to build a robust performance testbed for your Java application. We will be looking at this from a real-world server-side application point of view, specifically for Java apps. We’ll review common problems and how to avoid them. We’ll cover these topics while building up a performance test and running it live.",Talk
156,2022-10-13T16:30Z,2022-10-13T15:40Z,Conference,14,BEGINNER,50,17993,PGP vs sigstore: the match at Maven Central,,Talk
157,2022-10-10T15:20Z,2022-10-10T14:50Z,Tools-in-Action,259,INTERMEDIATE,30,14958,Playwright. Your Next Java Test Framework for automating Web tests,Playwright is a testing framework created by Microsoft to write tests for modern web applications. It helps us create multi-browser/platform resilient tests.,Talk
158,2022-10-11T15:20Z,2022-10-11T14:50Z,Tools-in-Action,73,BEGINNER,30,17990,Plugin and Play with Kotlin,,Talk
159,2022-10-12T11:50Z,2022-10-12T11:00Z,Conference,56,INTERMEDIATE,50,17998,Portable GraalVM Cloud Native applications with Micronaut® ,Graeme Rocher will be talking about how the Micronautframework makes it easy to build cloud-portable Java-based applications.,Talk
160,2022-10-13T15:20Z,2022-10-13T14:30Z,Conference,22,INTERMEDIATE,50,19448,Protecting the world’s greatest open source ecosystem with Sigstore,"In this talk, we'll introduce you to Sigstore, an OpenSSF project that makes it easy to sign and verify artifacts. You can use Sigstore to protect yourself and your users from malicious software supply chain attacks.",Talk
161,2022-10-13T15:20Z,2022-10-13T14:30Z,Conference,169,INTERMEDIATE,50,2372,"Pure Agile: Building a Culture Without Scrum, Kanban and XP","We always estimate the size of tasks because we need to catch deadlines. We push teams to be small because we can succeed with big teams. We give status reports every single day in front of a wall because it helps us track progress. Agility is not just doing Scrum, Kanban, or XP.",Talk
162,2022-10-10T18:05Z,2022-10-10T17:05Z,BOF,68,INTERMEDIATE,60,1904,Quarkus Community BOF,,Talk
163,2022-10-11T14:15Z,2022-10-11T11:15Z,Hands-on Lab,92,ADVANCED,180,13115,"Quarkus, Micronaut and Spring Boot fighting in the Cloud","In this 3h long workshop you will bring your own laptop, install all the needed tools and be ready to develop three microservices: one written with Quarkus, one with Spring Boot and one with Micronaut. Add some business logic, access a database in a reactive and imperative manner, run them on HotSpot, compile them with GraalVM, containerize them with Docker and deploy them to the cloud. Then, add some load testing, scale and monitor them. At",Talk
164,2022-10-13T10:40Z,2022-10-13T09:50Z,Conference,33,BEGINNER,50,2951,Qwik: A no-hydration instant-on personalized web applications,"Qwik is a new framework that provides an instant on-user experience, leading to lower bounce rates, more conversions, and higher sales.",Talk
165,2022-10-13T16:30Z,2022-10-13T15:40Z,Conference,57,INTERMEDIATE,50,17978,Reality as code - How close are we at generating humans and it's environment,,Talk
166,2022-10-10T15:20Z,2022-10-10T14:50Z,Tools-in-Action,91,INTERMEDIATE,30,19403,Recording the Flight of Serverless Functions ,"In this session, we will demo a novel way to profile or debug production workflows without the need to change a single line of code.",Talk
167,2022-10-14T08:20Z,2022-10-14T07:30Z,Conference,41,BEGINNER,50,65402,Repeatable scalable path to production for Java/Spring apps on Kubernetes,,Talk
168,2022-10-10T17:50Z,2022-10-10T14:50Z,Hands-on Lab,135,BEGINNER,180,56501,Rethinking integration testing with Testcontainers,,Talk
169,2022-10-13T15:20Z,2022-10-13T14:30Z,Conference,61,BEGINNER,50,19432,"Reuse old smartphones to monitor 3D prints, with WebRTC, WebSockets and Serverless",,Talk
170,2022-10-12T15:30Z,2022-10-12T14:40Z,Conference,151,INTERMEDIATE,50,20156,Revolutionizing Java-Based Applications with GraalVM,,Talk
171,2022-10-10T10:30Z,2022-10-10T07:30Z,Deep Dive,267,BEGINNER,180,5304,Secrets of Performance Tuning Java on Kubernetes,,Talk
172,2022-10-12T16:40Z,2022-10-12T15:50Z,Conference,54,BEGINNER,50,49201,Serverless Integration with Camel Quarkus,,Talk
173,2022-10-10T15:20Z,2022-10-10T14:50Z,Tools-in-Action,48,BEGINNER,30,20407,Serverless machine learning systems with Hopsworks and Github Actions,"In this session, we show you how to build an operational prediction service using only Python and free serverless services. The service is called CJSurf and it has a website that shows predictions of wave heights of surfing at a beach in Ireland. It is updated every 6 hours (https://github.com/jimdowling/cjsurf).",Talk
174,2022-10-13T11:10Z,2022-10-13T10:55Z,Quickie,143,ADVANCED,15,20199,Should Each Microservice Have Its Own Database?,,Talk
175,2022-10-12T16:40Z,2022-10-12T15:50Z,Conference,27,BEGINNER,50,52801,"SKF Keeper project - There is no right or wrong, only fun and boring",,Talk
176,2022-10-12T18:00Z,2022-10-12T17:00Z,BOF,43,INTERMEDIATE,60,18754,Sleeping Peacefully In the Age Of Shells: How Picking the Right Technologies Is Harder Than You Think,"Modern software security means being conscious of the choices made in selecting open-source components, tools, and vendors. This talk will teach you more about the tools, skills, and knowledge needed to be effective as well as show why learning to think critically about open source technologies and commercial tools alike will help reduce those sleepless nights.",Talk
177,2022-10-13T12:40Z,2022-10-13T11:50Z,Conference,147,INTERMEDIATE,50,20447,Spring + Kotlin = Modern + Reactive + Productive,,Talk
178,2022-10-11T10:30Z,2022-10-11T07:30Z,Deep Dive,134,INTERMEDIATE,180,3402,"Spring Security, demystified","In this article, we will demystify Spring Security and provide a useful method for understanding how it works, and where the extension points are. Through numerous live coding examples, you will get familiar with the general architecture, foundational patterns and common abstraction. You will understand how they are used in the library code, and how you can draw inspiration from them.",Talk
179,2022-10-13T13:50Z,2022-10-13T13:00Z,Conference,74,INTERMEDIATE,50,16770,Streamlining large-scale Java development using Error Prone,In this session we will be discussing Google's Error Prone and Refaster tooling. We will be discussing how these tools can be used for large-scale refactoring and enforcing code patterns.,Talk
180,2022-10-10T16:50Z,2022-10-10T16:20Z,Tools-in-Action,72,INTERMEDIATE,30,20419,Supercharge your Native Image applications in 5 steps!,,Talk
181,2022-10-13T18:00Z,2022-10-13T17:00Z,BOF,11,INTERMEDIATE,60,20187,Synthetic data for explainable AI,,Talk
182,2022-10-13T12:40Z,2022-10-13T11:50Z,Conference,80,INTERMEDIATE,50,17960,Taking your web app offline (in a good sense),,Talk
183,2022-10-13T11:35Z,2022-10-13T11:20Z,Quickie,25,BEGINNER,15,20403,Taming Kafka Connect with kcctl,"KCctl is a modern command line client for interacting with Kafka Connect. You can use it for registering and updating connectors, examining their status, retrieving and resetting their offsets, and much more.",Talk
184,2022-10-13T13:50Z,2022-10-13T13:00Z,Conference,66,BEGINNER,50,52803,Taming the event chaos with a workflow engine,,Talk
185,2022-10-13T10:40Z,2022-10-13T09:50Z,Conference,152,INTERMEDIATE,50,12401,TDD and other drugs,"Testing can be addictive, but it's also important to make it easier and more effective.",Talk
186,2022-10-13T11:35Z,2022-10-13T11:20Z,Quickie,81,BEGINNER,15,19417,Teaching in your software team ,"This talk will teach you how to set goals for learning, how to identify which goals could help your team, and what concrete actions you could take to help you or your team achieve these goals.",Talk
187,2022-10-10T16:05Z,2022-10-10T15:35Z,Tools-in-Action,275,BEGINNER,30,14160,"Testing an onion architecture, done right",,Talk
188,2022-10-12T10:50Z,2022-10-12T10:00Z,Conference,121,BEGINNER,50,57405,The Age of Virtual Threads,,Talk
189,2022-10-13T17:35Z,2022-10-13T16:50Z,Keynote,186,BEGINNER,45,47301,The Art of Code,,Talk
190,2022-10-13T12:40Z,2022-10-13T11:50Z,Conference,0,INTERMEDIATE,50,10954,The Art of Java Language Pattern Matching,"Project Amber is exploring the inclusion of smaller, productivity-oriented Java language features, including pattern matching. In JDK 14, JEP 305 introduced pattern matching for instanceof, and in JDK 16, this was made a full feature through JEP 394. In JDK 17, JEP 406 added pattern matching for switch. In this session, we'll look at the details of these two new language features and a more general look at pattern matching. ",Talk
191,2022-10-12T10:50Z,2022-10-12T10:00Z,Conference,47,INTERMEDIATE,50,17983,The fast startup landscape is expanding!,,Talk
192,2022-10-13T13:50Z,2022-10-13T13:00Z,Conference,79,INTERMEDIATE,50,17967,The Hacker’s Guide to Kubernetes Security,,Talk
193,2022-10-12T16:40Z,2022-10-12T15:50Z,Conference,145,INTERMEDIATE,50,2252,The Hitchhiker’s Guide to a Great Developer Career,,Talk
194,2022-10-11T18:30Z,2022-10-11T17:30Z,BOF,16,BEGINNER,60,20166,The Jakarta EE BOF,,Talk
195,2022-10-12T16:40Z,2022-10-12T15:50Z,Conference,265,INTERMEDIATE,50,14177,The lost art of software design,"Big design up front is dumb. Doing no design up front is even dumber. This quote epitomises what I've seen during our journey from big design up front in the 20th century, to emergent design and evolutionary architecture in the 21st. In their desire to become agile, many teams seem to have abandoned architectural thinking, up front design, documentation, diagramming, and modeling. In many cases this is a",Talk
196,2022-10-12T16:40Z,2022-10-12T15:50Z,Conference,107,INTERMEDIATE,50,14953,The next generation of Angular Applications,"Module support is now optional in Angular 14, and standalone components are now the component of choice for Angular applications. This release also introduces composition APIs, dynamic form handling, and a new way to title single page applications. This talk will cover these new features and how they might change the way we architect our applications.",Talk
197,2022-10-11T15:20Z,2022-10-11T14:50Z,Tools-in-Action,96,INTERMEDIATE,30,16777,The Practice of Securing Kubernetes,,Talk
198,2022-10-12T11:20Z,2022-10-12T11:05Z,Quickie,24,BEGINNER,15,20402,The secret life of PETs,,Talk
199,2022-10-13T08:20Z,2022-10-13T07:30Z,Conference,75,INTERMEDIATE,50,20734,The State of OpenTelemetry for Java Developers,,Talk
200,2022-10-12T11:45Z,2022-10-12T11:05Z,Lunch Talks,172,BEGINNER,40,1908,Things I Wish I Knew When I Started Testing Spring Boot Applications,"Testing is an important part of software development, and Spring Boot makes it easy to get started. In this talk, I'll give you tips on how to get started testing your Spring Boot applications.",Talk
201,2022-10-10T10:30Z,2022-10-10T07:30Z,Deep Dive,97,INTERMEDIATE,180,2260,Threading lightly with Kotlin,"This session intends to demonstrate the differences between concurrency models based on threads and concurrency models based on coroutines. We will discuss what coroutines are and what they are not, and answer questions such as:

- How different are coroutines and Threads?
- Are there any new pitfalls that developers should be aware of?
- Do the traditional synchronization methods available in the JRE still apply?",Talk
202,2022-10-12T15:30Z,2022-10-12T14:40Z,Conference,27,INTERMEDIATE,50,47154,Tournesol: Towards a Collaborative Governance of the Web,,Talk
203,2022-10-13T18:00Z,2022-10-13T17:00Z,BOF,6,INTERMEDIATE,60,20701,"TweetWalls@Devoxx - Today, Tomorrow and Beyond - A Community Get Together",,Talk
204,2022-10-11T10:30Z,2022-10-11T07:30Z,Hands-on Lab,108,INTERMEDIATE,180,20173,Ultra-fast Java Microservices: overcome the pitfalls of data persistence,,Talk
205,2022-10-13T13:50Z,2022-10-13T13:00Z,Conference,82,ADVANCED,50,20412,Unlock your autonomy. Improve your software design.,,Talk
206,2022-10-14T10:30Z,2022-10-14T09:40Z,Conference,157,INTERMEDIATE,50,6653,Using Record Types to Build Better Domain Models,,Talk
207,2022-10-14T08:20Z,2022-10-14T07:30Z,Conference,64,BEGINNER,50,20720,Vapourware: The best software that never was,This talk is about great software that never saw the light of day.,Talk
208,2022-10-12T08:00Z,2022-10-12T07:30Z,Keynote,424,BEGINNER,30,50751,Welcome to 19th edition of Devoxx Belgium,,Talk
209,2022-10-13T11:35Z,2022-10-13T10:55Z,Lunch Talks,47,INTERMEDIATE,40,14156,What is JHipster Lite and why should you care?,,Talk
210,2022-10-13T11:35Z,2022-10-13T10:55Z,Lunch Talks,65,INTERMEDIATE,40,18797,What Leaders can learn from The Montessori Principles,,Talk
211,2022-10-13T12:40Z,2022-10-13T11:50Z,Conference,3,INTERMEDIATE,50,1914,What's cooking in Maven?,,Talk
212,2022-10-13T09:30Z,2022-10-13T08:40Z,Conference,25,INTERMEDIATE,50,47152,"What's in my AI? A Comprehensive Analysis of Datasets Used to Train GPT-1, GPT-2, GPT-3, GPT-NeoX-20B, Megatron-11B, MT-NLG, and Gopher",,Talk
213,2022-10-11T15:20Z,2022-10-11T14:50Z,Tools-in-Action,17,INTERMEDIATE,30,3202,What's new in Apollo Kotlin 3,,Talk
214,2022-10-12T14:00Z,2022-10-12T13:10Z,Conference,46,BEGINNER,50,20715,What’s new in CDI 4.0 ?,In this talk we'll go thru all new and corrected features in the specification and will make a big focus on CDI lite that will enhance CDI spec to better support build time framework like Quarkus.,Talk
215,2022-10-12T14:00Z,2022-10-12T13:10Z,Conference,140,BEGINNER,50,14956,What the heck is Project Loom and what can a normal Java developer expect from it?,,Talk
216,2022-10-14T09:25Z,2022-10-14T08:35Z,Conference,164,INTERMEDIATE,50,16752,Why don't you create your next application without a database?,"MicroStream is a new, revolutionary way of storing data within the JVM. It eliminates the impedance mismatch between the Java object-oriented world and the external data storage, and allows you to query the data instances within the JVM memory extremely quickly and with low latency.",Talk
217,2022-10-12T12:50Z,2022-10-12T12:00Z,Conference,63,BEGINNER,50,62651,Why you should be using OpenTelemetry!,,Talk
218,2022-10-11T15:20Z,2022-10-11T14:50Z,Tools-in-Action,213,INTERMEDIATE,30,18772,Will Git Be Around Forever? A List of Possible Successors,"In this talk I'll discuss a few post-Git products, including Fossil, Plastic and Pijul, and their support for the features we so dearly desire. I'll also try to predict which one will be 'the top dog' in 2032.",Talk
219,2022-10-11T16:05Z,2022-10-11T15:35Z,Tools-in-Action,39,BEGINNER,30,20433,Women's journey in tech,"The technology industry benefits from an environment that is diverse in terms of ideas, backgrounds, and experiences. However, the pool of female candidates is not large enough to compensate for this gap, and the challenges that exist discourage women from joining and staying in the industry. The goal of this discussion is to share the lived experiences of women in the technology industry in order to motivate others to contribute and help make the tech environment more diverse.",Talk
220,2022-10-13T08:20Z,2022-10-13T07:30Z,Conference,22,BEGINNER,50,57401,Word Embeddings from Deep Space Nine using Machine Learning.,,Talk
221,2022-10-10T14:30Z,2022-10-10T11:30Z,Deep Dive,320,INTERMEDIATE,180,11355,"Write You An Actor (System) For Great Good! (with JBang, JDK 19, records, pattern matching and virtual threads!)",,Talk
222,2022-10-12T14:00Z,2022-10-12T13:10Z,Conference,307,INTERMEDIATE,50,16111,Writing cleaner code with Domain-Driven Design,,Talk
223,2022-10-13T08:20Z,2022-10-13T07:30Z,Conference,156,INTERMEDIATE,50,18798,You shall not password ,"In these modern times of real privacy protection and increased server-side security, a key risk can still be defined as “relying on a single word or phrase to protect all of one’s data”. Consider a password a secret you happily seem to share with the world wide web. Ponder the thought: if you start sharing your secret, can it still be considered a secret?",Talk
224,2022-10-12T11:45Z,2022-10-12T11:30Z,Quickie,27,INTERMEDIATE,15,20446,Zero trust privacy architecture for IoT SaaS,,Talk
225,2022-10-11T16:05Z,2022-10-11T15:35Z,Tools-in-Action,228,INTERMEDIATE,30,13103,Zero Trust Security for your APIs,"/p><p><span style=color: rgb(0, 0, 0);>Come learn about the Zero Trust Security model and how to implement it in easy steps to protect your APIs.</span></p>",Talk
